greV,greQ,greA,cgpa,univName,country,university_type,ranking,tuition_usd,ielts_min,toefl_min,duration_years,research_focused,internship_opportunities,post_study_work_visa,program_fields,academic_strength,ranking_score,affordability,research_flag,internship_flag,visa_flag
163,166,4.5,2.85,University of Queensland,Australia,Public,50,36363,6.5,104,2,True,False,True,"Business,Management",0.811875,0.31373357966576076,0.37967401725790983,1,0,1
166,158,4.4,3.85,University of Queensland,Australia,Public,50,34567,6.9,93,2,False,False,True,"Engineering,Robotics",0.8206249999999999,0.31373357966576076,0.4115620894144384,0,0,1
158,156,3.1,3.96,University of Queensland,Australia,Public,50,36660,6.2,104,2,False,False,True,"Data Science,AI",0.7275,0.31373357966576076,0.3744007670182167,0,0,1
153,161,3.8,3.58,University of Queensland,Australia,Public,50,36710,6.1,90,2,False,True,True,"Physics,Applied Sciences",0.73375,0.31373357966576076,0.37351301445261176,0,1,1
156,167,4.5,2.94,University of Queensland,Australia,Public,50,35025,6.5,106,2,True,False,True,"Mathematics,Statistics",0.7824999999999999,0.31373357966576076,0.40343027591349734,1,0,1
153,160,3.6,3.89,University of Queensland,Australia,Public,50,36166,6.8,105,2,True,False,True,"Data Science,AI",0.739375,0.31373357966576076,0.3831717623663933,1,0,1
155,166,3.2,3.17,University of Queensland,Australia,Public,50,36999,7.1,90,2,False,True,True,"Computer Science,Engineering",0.749375,0.31373357966576076,0.3683818046234154,0,1,1
165,165,4.0,3.17,University of Queensland,Australia,Public,50,35953,6.2,89,2,False,False,True,"Engineering,Robotics",0.8231249999999999,0.31373357966576076,0.3869535882958701,0,0,1
157,160,4.8,2.83,University of Queensland,Australia,Public,50,36347,7.3,103,2,True,True,True,"Data Science,AI",0.7281249999999999,0.31373357966576076,0.37995809807890346,1,1,1
158,163,4.5,3.39,University of Queensland,Australia,Public,50,37669,7.4,89,2,True,True,True,"Computer Science,Engineering",0.788125,0.31373357966576076,0.3564859202443095,1,1,1
161,157,3.2,3.52,University of Queensland,Australia,Public,50,36418,7.2,109,2,True,True,True,"Data Science,AI",0.73,0.31373357966576076,0.37869748943574444,1,1,1
154,160,4.2,3.78,University of Queensland,Australia,Public,50,35822,6.3,92,2,True,True,True,"Data Science,AI",0.7537499999999999,0.31373357966576076,0.389279500017755,1,1,1
164,166,3.0,3.37,University of Queensland,Australia,Public,50,37428,7.4,85,2,True,False,True,"Data Science,AI",0.8131249999999999,0.31373357966576076,0.36076488761052516,1,0,1
161,157,4.5,3.35,University of Queensland,Australia,Public,50,35731,6.8,92,2,False,True,True,"Physics,Applied Sciences",0.751875,0.31373357966576076,0.39089520968715596,0,1,1
163,161,4.1,3.18,University of Queensland,Australia,Public,50,36939,6.5,100,2,False,False,True,"Business,Management",0.7787499999999999,0.31373357966576076,0.3694471077021413,0,0,1
158,163,4.4,3.19,University of Queensland,Australia,Public,50,35709,7.3,105,2,False,False,True,"Data Science,AI",0.773125,0.31373357966576076,0.39128582081602215,0,0,1
165,166,4.6,2.88,University of Queensland,Australia,Public,50,36354,7.3,87,2,False,False,True,"Mathematics,Statistics",0.8287499999999999,0.31373357966576076,0.3798338127197187,0,0,1
164,169,4.2,3.67,University of Queensland,Australia,Public,50,37728,7.2,107,2,True,True,True,"Data Science,AI",0.8881249999999999,0.31373357966576076,0.35543837221689567,1,1,1
162,160,4.9,3.25,University of Queensland,Australia,Public,50,37536,6.3,106,2,False,False,True,"Business,Management",0.788125,0.31373357966576076,0.35884734206881863,0,0,1
157,158,3.2,3.92,University of Queensland,Australia,Public,50,34924,7.5,105,2,True,False,True,"Data Science,AI",0.73875,0.31373357966576076,0.40522353609601935,1,0,1
160,163,3.9,2.85,University of Queensland,Australia,Public,50,35249,6.9,90,2,False,True,True,"Physics,Applied Sciences",0.751875,0.31373357966576076,0.39945314441958735,0,1,1
161,156,3.2,3.38,University of Queensland,Australia,Public,50,36561,6.4,91,2,True,False,True,"Business,Management",0.7124999999999999,0.31373357966576076,0.37615851709811443,1,0,1
159,161,3.9,3.22,University of Queensland,Australia,Public,50,37406,6.1,97,2,True,False,True,"Computer Science,Engineering",0.7512500000000001,0.31373357966576076,0.36115549873939135,1,0,1
165,164,5.0,2.87,University of Queensland,Australia,Public,50,36828,6.4,97,2,True,False,True,"Mathematics,Statistics",0.8206249999999999,0.31373357966576076,0.37141791839778415,1,0,1
165,156,4.9,2.95,University of Queensland,Australia,Public,50,35676,6.2,104,2,True,True,True,"Mathematics,Statistics",0.753125,0.31373357966576076,0.39187173750932136,1,1,1
167,169,3.1,3.02,University of Queensland,Australia,Public,50,37431,6.9,91,2,False,True,True,"Business,Management",0.83875,0.31373357966576076,0.36071162245658894,0,1,1
155,157,4.0,3.58,University of Queensland,Australia,Public,50,35284,6.8,107,2,False,True,True,"Data Science,AI",0.7162499999999999,0.31373357966576076,0.398831717623664,0,1,1
160,168,3.6,3.97,University of Queensland,Australia,Public,50,35590,6.0,100,2,False,False,True,"Business,Management",0.858125,0.31373357966576076,0.3933986719221618,0,0,1
160,160,3.8,2.89,University of Queensland,Australia,Public,50,36715,6.8,106,2,False,True,True,"Data Science,AI",0.725625,0.31373357966576076,0.3734242391960513,0,1,1
163,156,3.1,3.5,University of Queensland,Australia,Public,50,36321,6.2,109,2,True,True,True,"Mathematics,Statistics",0.73,0.31373357966576076,0.38041972941301805,1,1,1
167,167,3.9,2.81,University of Queensland,Australia,Public,50,35981,6.9,91,2,True,True,True,"Engineering,Robotics",0.828125,0.31373357966576076,0.3864564468591314,1,1,1
158,161,4.7,2.93,University of Queensland,Australia,Public,50,36747,7.0,88,2,True,False,True,"Business,Management",0.746875,0.31373357966576076,0.37285607755406414,1,0,1
150,165,4.7,3.13,University of Queensland,Australia,Public,50,36288,7.1,90,2,False,False,True,"Data Science,AI",0.744375,0.31373357966576076,0.38100564610631726,0,0,1
159,159,3.0,3.07,University of Queensland,Australia,Public,50,36704,6.5,95,2,True,False,True,"Computer Science,Engineering",0.7018749999999999,0.31373357966576076,0.3736195447604843,1,0,1
166,160,3.9,3.64,University of Queensland,Australia,Public,50,34494,6.7,86,2,False,False,True,"Physics,Applied Sciences",0.8125,0.31373357966576076,0.41285820816022156,0,0,1
158,167,3.3,3.81,University of Queensland,Australia,Public,50,34346,6.2,91,2,True,True,True,"Business,Management",0.819375,0.31373357966576076,0.41548595575441216,1,1,1
154,161,4.8,3.84,University of Queensland,Australia,Public,50,35221,6.6,90,2,False,False,True,"Business,Management",0.78125,0.31373357966576076,0.3999502858563261,0,0,1
163,168,3.5,2.87,University of Queensland,Australia,Public,50,37718,6.4,86,2,False,True,True,"Business,Management",0.805625,0.31373357966576076,0.35561592273001674,0,1,1
158,155,3.9,3.67,University of Queensland,Australia,Public,50,34348,7.5,92,2,False,False,True,"Data Science,AI",0.720625,0.31373357966576076,0.4154504456517879,0,0,1
152,163,3.4,2.99,University of Queensland,Australia,Public,50,34332,6.7,101,2,False,False,True,"Engineering,Robotics",0.698125,0.31373357966576076,0.41573452647278153,0,0,1
161,162,4.1,2.87,University of Queensland,Australia,Public,50,36394,7.2,89,2,False,True,True,"Mathematics,Statistics",0.755625,0.31373357966576076,0.3791236106672349,0,1,1
150,157,4.1,3.24,University of Queensland,Australia,Public,50,35163,6.9,90,2,False,True,True,"Business,Management",0.66625,0.31373357966576076,0.4009800788324278,0,1,1
150,164,3.5,3.68,University of Queensland,Australia,Public,50,36235,7.4,85,2,False,True,True,"Engineering,Robotics",0.74,0.31373357966576076,0.3819466638258584,0,1,1
160,158,4.8,3.9,University of Queensland,Australia,Public,50,35050,7.0,90,2,False,True,True,"Mathematics,Statistics",0.79625,0.31373357966576076,0.40298639963069494,0,1,1
166,157,4.2,3.22,University of Queensland,Australia,Public,50,37207,6.4,94,2,True,True,True,"Physics,Applied Sciences",0.7675000000000001,0.31373357966576076,0.36468875395049893,1,1,1
156,160,3.9,3.75,University of Queensland,Australia,Public,50,34296,7.4,104,2,False,True,True,"Mathematics,Statistics",0.756875,0.31373357966576076,0.4163737083200171,0,1,1
165,157,4.5,3.29,University of Queensland,Australia,Public,50,37096,6.6,99,2,False,False,True,"Physics,Applied Sciences",0.7731249999999998,0.31373357966576076,0.3666595646461418,0,0,1
166,160,4.1,2.85,University of Queensland,Australia,Public,50,37449,7.1,91,2,True,False,True,"Physics,Applied Sciences",0.7681249999999998,0.31373357966576076,0.36039203153297117,1,0,1
155,164,3.3,3.29,University of Queensland,Australia,Public,50,35897,6.9,100,2,True,True,True,"Business,Management",0.7418750000000001,0.31373357966576076,0.3879478711693477,1,1,1
162,157,3.2,2.95,University of Queensland,Australia,Public,50,37641,7.5,99,2,True,False,True,"Computer Science,Engineering",0.700625,0.31373357966576076,0.3569830616810482,1,0,1
152,155,3.5,3.59,University of Queensland,Australia,Public,50,35065,6.3,88,2,True,False,True,"Data Science,AI",0.6681250000000001,0.31373357966576076,0.4027200738610135,1,0,1
165,165,4.8,2.81,University of Queensland,Australia,Public,50,37584,7.1,105,2,False,True,True,"Engineering,Robotics",0.8206249999999999,0.31373357966576076,0.35799509960583786,0,1,1
162,163,3.3,3.03,University of Queensland,Australia,Public,50,36951,7.2,104,2,False,True,True,"Computer Science,Engineering",0.7606249999999999,0.31373357966576076,0.36923404708639607,0,1,1
166,165,4.1,3.89,University of Queensland,Australia,Public,50,34831,6.5,108,2,True,True,True,"Data Science,AI",0.8768750000000001,0.31373357966576076,0.40687475586804445,1,1,1
168,163,3.2,3.34,University of Queensland,Australia,Public,50,34950,7.4,107,2,False,True,True,"Engineering,Robotics",0.8149999999999998,0.31373357966576076,0.40476190476190477,0,1,1
159,162,3.0,3.41,University of Queensland,Australia,Public,50,36370,7.0,86,2,True,True,True,"Engineering,Robotics",0.7493749999999999,0.31373357966576076,0.3795497318987252,1,1,1
157,161,3.8,3.13,University of Queensland,Australia,Public,50,35992,7.5,87,2,False,True,True,"Engineering,Robotics",0.7306250000000001,0.31373357966576076,0.38626114129469835,0,1,1
165,167,3.7,3.46,University of Queensland,Australia,Public,50,37320,7.1,96,2,True,True,True,"Computer Science,Engineering",0.8512500000000001,0.31373357966576076,0.3626824331522318,1,1,1
157,155,3.6,3.43,University of Queensland,Australia,Public,50,34355,7.3,103,2,False,True,True,"Engineering,Robotics",0.691875,0.31373357966576076,0.4153261602926033,0,1,1
162,166,3.5,3.74,University of Queensland,Australia,Public,50,36354,7.0,107,2,False,False,True,"Computer Science,Engineering",0.83625,0.31373357966576076,0.3798338127197187,0,0,1
167,155,4.7,2.96,University of Queensland,Australia,Public,50,34283,6.2,85,2,False,False,True,"Business,Management",0.7525,0.31373357966576076,0.41660452398707437,0,0,1
167,160,4.8,3.34,University of Queensland,Australia,Public,50,36801,6.3,101,2,True,True,True,"Data Science,AI",0.8224999999999999,0.31373357966576076,0.3718973047832108,1,1,1
166,158,4.3,3.14,University of Queensland,Australia,Public,50,34594,6.7,109,2,False,False,True,"Business,Management",0.77375,0.31373357966576076,0.41108270302901173,0,0,1
158,155,4.8,3.3,University of Queensland,Australia,Public,50,35225,7.1,98,2,False,True,True,"Business,Management",0.72,0.31373357966576076,0.3998792656510778,0,1,1
153,155,5.0,2.87,University of Queensland,Australia,Public,50,36462,7.4,109,2,False,False,True,"Physics,Applied Sciences",0.666875,0.31373357966576076,0.3779162671780122,0,0,1
153,163,4.8,3.39,University of Queensland,Australia,Public,50,35147,6.7,87,2,True,False,True,"Data Science,AI",0.7643749999999999,0.31373357966576076,0.40126415965342144,1,0,1
157,166,3.1,3.02,University of Queensland,Australia,Public,50,37227,7.1,93,2,True,False,True,"Business,Management",0.75,0.31373357966576076,0.3643336529242569,1,0,1
154,165,3.2,3.89,University of Queensland,Australia,Public,50,35833,6.3,103,2,True,True,True,"Physics,Applied Sciences",0.7793749999999999,0.31373357966576076,0.389084194453322,1,1,1
150,165,3.4,3.19,University of Queensland,Australia,Public,50,35486,7.3,86,2,True,False,True,"Engineering,Robotics",0.715625,0.31373357966576076,0.39524519725862006,1,0,1
158,158,4.3,3.9,University of Queensland,Australia,Public,50,34753,6.7,101,2,True,True,True,"Business,Management",0.77125,0.31373357966576076,0.4082596498703881,1,1,1
151,160,3.7,3.87,University of Queensland,Australia,Public,50,35825,6.4,92,2,True,False,True,"Data Science,AI",0.7281249999999999,0.31373357966576076,0.3892262348638188,1,0,1
152,159,3.0,3.87,University of Queensland,Australia,Public,50,34222,6.8,107,2,True,True,True,"Engineering,Robotics",0.708125,0.31373357966576076,0.4176875821171123,1,1,1
160,155,4.9,3.27,University of Queensland,Australia,Public,50,36526,6.8,100,2,True,True,True,"Computer Science,Engineering",0.733125,0.31373357966576076,0.3767799438940379,1,1,1
163,163,3.7,2.81,University of Queensland,Australia,Public,50,37447,6.4,85,2,False,True,True,"Data Science,AI",0.7631249999999999,0.31373357966576076,0.3604275416355953,0,1,1
155,164,4.3,3.11,University of Queensland,Australia,Public,50,34780,6.8,86,2,True,True,True,"Engineering,Robotics",0.755625,0.31373357966576076,0.40778026348496144,1,1,1
169,156,3.9,3.35,University of Queensland,Australia,Public,50,37318,6.2,105,2,True,False,True,"Data Science,AI",0.778125,0.31373357966576076,0.36271794325485596,1,0,1
156,166,3.8,2.96,University of Queensland,Australia,Public,50,37149,6.6,101,2,False,False,True,"Business,Management",0.7575000000000001,0.31373357966576076,0.36571854692660066,0,0,1
168,164,3.8,3.21,University of Queensland,Australia,Public,50,35507,6.5,109,2,True,True,True,"Computer Science,Engineering",0.830625,0.31373357966576076,0.39487234118106607,1,1,1
167,165,3.6,3.04,University of Queensland,Australia,Public,50,35824,7.1,89,2,True,False,True,"Physics,Applied Sciences",0.8174999999999999,0.31373357966576076,0.3892439899151309,1,0,1
166,159,4.8,3.7,University of Queensland,Australia,Public,50,36157,6.8,97,2,True,False,True,"Business,Management",0.8300000000000001,0.31373357966576076,0.38333155782820216,1,0,1
167,162,3.7,3.25,University of Queensland,Australia,Public,50,37664,6.1,102,2,False,True,True,"Engineering,Robotics",0.806875,0.31373357966576076,0.35657469550086995,0,1,1
153,157,4.3,3.34,University of Queensland,Australia,Public,50,34454,6.7,107,2,False,True,True,"Business,Management",0.69625,0.31373357966576076,0.4135684102127055,0,1,1
151,165,3.6,3.33,University of Queensland,Australia,Public,50,36453,7.0,94,2,False,False,True,"Engineering,Robotics",0.735625,0.31373357966576076,0.3780760626398211,0,0,1
162,162,3.6,3.96,University of Queensland,Australia,Public,50,36099,7.2,102,2,True,True,True,"Mathematics,Statistics",0.8174999999999999,0.31373357966576076,0.3843613508043038,1,1,1
168,155,4.0,3.51,University of Queensland,Australia,Public,50,36048,7.3,99,2,True,True,True,"Physics,Applied Sciences",0.775625,0.31373357966576076,0.3852668584212209,1,1,1
159,155,4.0,3.93,University of Queensland,Australia,Public,50,36753,6.5,100,2,False,False,True,"Physics,Applied Sciences",0.745625,0.31373357966576076,0.3727495472461916,0,0,1
165,161,3.7,3.69,University of Queensland,Australia,Public,50,37332,6.7,101,2,False,False,True,"Physics,Applied Sciences",0.813125,0.31373357966576076,0.3624693725364866,0,0,1
161,161,3.6,3.55,University of Queensland,Australia,Public,50,35950,7.3,93,2,True,False,True,"Physics,Applied Sciences",0.776875,0.31373357966576076,0.38700685344980645,1,0,1
153,167,3.6,3.5,University of Queensland,Australia,Public,50,35682,6.7,88,2,True,False,True,"Mathematics,Statistics",0.77625,0.31373357966576076,0.3917652072014488,1,0,1
163,169,3.2,3.55,University of Queensland,Australia,Public,50,37323,7.4,107,2,True,True,True,"Data Science,AI",0.849375,0.31373357966576076,0.3626291679982955,1,1,1
164,158,4.9,2.86,University of Queensland,Australia,Public,50,35092,7.3,93,2,True,True,True,"Mathematics,Statistics",0.7587499999999999,0.31373357966576076,0.40224068747558683,1,1,1
160,158,4.7,2.86,University of Queensland,Australia,Public,50,37573,6.1,95,2,True,False,True,"Data Science,AI",0.72875,0.31373357966576076,0.3581904051702709,1,0,1
160,160,4.4,3.76,University of Queensland,Australia,Public,50,36157,7.3,89,2,False,True,True,"Data Science,AI",0.7949999999999999,0.31373357966576076,0.38333155782820216,0,1,1
155,168,3.3,2.8,University of Queensland,Australia,Public,50,37398,6.8,85,2,True,True,True,"Mathematics,Statistics",0.7462499999999999,0.31373357966576076,0.36129753914988816,1,1,1
163,164,3.8,3.17,University of Queensland,Australia,Public,50,36383,6.2,86,2,True,False,True,"Computer Science,Engineering",0.7968749999999999,0.31373357966576076,0.3793189162316679,1,0,1
166,162,4.5,3.79,University of Queensland,Australia,Public,50,35144,6.1,102,2,True,True,True,"Computer Science,Engineering",0.8543749999999999,0.31373357966576076,0.40131742480735766,1,1,1
166,160,4.3,3.51,University of Queensland,Australia,Public,50,34371,6.7,107,2,True,True,True,"Physics,Applied Sciences",0.814375,0.31373357966576076,0.41504207947160965,1,1,1
158,168,4.8,3.15,University of Queensland,Australia,Public,50,34483,6.1,90,2,True,False,True,"Mathematics,Statistics",0.824375,0.31373357966576076,0.4130535137246547,1,0,1
161,166,4.8,3.08,University of Queensland,Australia,Public,50,36298,7.5,98,2,True,True,True,"Business,Management",0.82125,0.31373357966576076,0.3808280955931963,1,1,1
166,156,3.1,2.96,University of Queensland,Australia,Public,50,36291,6.7,107,2,False,False,True,"Physics,Applied Sciences",0.7150000000000001,0.31373357966576076,0.38095238095238093,0,0,1
167,160,4.7,3.94,University of Queensland,Australia,Public,50,35333,7.0,100,2,True,True,True,"Physics,Applied Sciences",0.8574999999999999,0.31373357966576076,0.39796172010937114,1,1,1
159,161,4.0,3.11,University of Queensland,Australia,Public,50,36052,6.0,101,2,True,False,True,"Engineering,Robotics",0.746875,0.31373357966576076,0.3851958382159725,1,0,1
160,168,3.6,3.66,University of Queensland,Australia,Public,50,36961,6.6,100,2,False,False,True,"Computer Science,Engineering",0.83875,0.31373357966576076,0.3690564965732751,0,0,1
166,155,4.5,3.27,University of Queensland,Australia,Public,50,36010,6.9,92,2,True,False,True,"Data Science,AI",0.7606249999999999,0.31373357966576076,0.3859415503710806,1,0,1
152,164,3.0,3.23,University of Queensland,Australia,Public,50,37009,7.2,100,2,True,True,True,"Computer Science,Engineering",0.711875,0.31373357966576076,0.36820425411029434,1,1,1
155,168,3.9,3.39,University of Queensland,Australia,Public,50,34985,7.3,85,2,True,False,True,"Physics,Applied Sciences",0.798125,0.31373357966576076,0.4041404779659813,1,0,1
164,161,3.8,3.84,University of Queensland,Australia,Public,50,34297,6.9,103,2,True,False,True,"Mathematics,Statistics",0.81875,0.31373357966576076,0.4163559532687049,1,0,1
168,160,3.5,3.87,University of Queensland,Australia,Public,50,35151,6.9,109,2,True,True,True,"Business,Management",0.829375,0.31373357966576076,0.40119313944817303,1,1,1
166,169,3.3,3.78,University of Queensland,Australia,Public,50,35357,7.0,91,2,False,True,True,"Computer Science,Engineering",0.885,0.31373357966576076,0.3975355988778807,0,1,1
169,164,3.1,3.41,University of Queensland,Australia,Public,50,37291,7.4,101,2,True,True,True,"Computer Science,Engineering",0.831875,0.31373357966576076,0.3631973296402826,1,1,1
159,168,3.3,3.62,University of Queensland,Australia,Public,50,34421,6.4,107,2,False,True,True,"Mathematics,Statistics",0.8225,0.31373357966576076,0.41415432690600473,0,1,1
163,161,4.7,2.86,University of Queensland,Australia,Public,50,34313,6.0,107,2,False,False,True,"Engineering,Robotics",0.7737499999999999,0.31373357966576076,0.4160718724477114,0,0,1
169,155,3.2,3.69,University of Queensland,Australia,Public,50,36840,7.2,92,2,True,False,True,"Engineering,Robotics",0.773125,0.31373357966576076,0.37120485778203904,1,0,1
164,158,3.7,3.81,University of Queensland,Australia,Public,50,37734,7.4,98,2,True,True,True,"Physics,Applied Sciences",0.788125,0.31373357966576076,0.3553318419090231,1,1,1
151,157,3.7,2.88,University of Queensland,Australia,Public,50,36248,7.3,91,2,False,True,True,"Engineering,Robotics",0.6399999999999999,0.31373357966576076,0.3817158481588012,0,1,1
151,155,3.9,3.45,University of Queensland,Australia,Public,50,34925,7.4,98,2,False,True,True,"Business,Management",0.663125,0.31373357966576076,0.40520578104470717,0,1,1
160,159,3.6,3.88,University of Queensland,Australia,Public,50,36590,6.2,105,2,True,False,True,"Engineering,Robotics",0.7737499999999999,0.31373357966576076,0.3756436206100635,1,0,1
165,169,4.9,3.66,University of Queensland,Australia,Public,50,34821,7.4,102,2,False,True,True,"Data Science,AI",0.9112500000000001,0.31373357966576076,0.4070523063811654,0,1,1
153,162,4.7,2.99,University of Queensland,Australia,Public,50,34899,6.4,94,2,True,False,True,"Computer Science,Engineering",0.728125,0.31373357966576076,0.40566741237882176,1,0,1
152,163,4.4,2.84,University of Queensland,Australia,Public,50,36203,6.9,91,2,True,False,True,"Computer Science,Engineering",0.71375,0.31373357966576076,0.38251482546784565,1,0,1
160,158,3.2,3.28,University of Queensland,Australia,Public,50,37774,6.0,93,2,False,True,True,"Computer Science,Engineering",0.7174999999999999,0.31373357966576076,0.35462163985653916,0,1,1
152,157,4.2,3.91,University of Queensland,Australia,Public,50,35141,6.7,93,2,False,True,True,"Mathematics,Statistics",0.723125,0.31373357966576076,0.401370689961294,0,1,1
154,165,4.3,3.93,University of Queensland,Australia,Public,50,37543,7.0,91,2,True,False,True,"Mathematics,Statistics",0.809375,0.31373357966576076,0.3587230567096339,1,0,1
169,158,3.1,3.53,University of Queensland,Australia,Public,50,35895,6.5,99,2,False,True,True,"Business,Management",0.7868749999999999,0.31373357966576076,0.38798338127197185,0,1,1
159,156,3.3,3.7,University of Queensland,Australia,Public,50,36981,6.4,88,2,True,False,True,"Business,Management",0.7224999999999999,0.31373357966576076,0.3687013955470332,1,0,1
151,164,4.3,3.23,University of Queensland,Australia,Public,50,36186,6.5,109,2,True,False,True,"Computer Science,Engineering",0.738125,0.31373357966576076,0.38281666134015124,1,0,1
153,161,3.7,3.77,University of Queensland,Australia,Public,50,34697,6.7,95,2,True,True,True,"Engineering,Robotics",0.7431249999999999,0.31373357966576076,0.4092539327438657,1,1,1
157,156,3.6,2.96,University of Queensland,Australia,Public,50,35333,7.1,89,2,True,False,True,"Physics,Applied Sciences",0.6712499999999999,0.31373357966576076,0.39796172010937114,1,0,1
158,161,3.6,2.82,University of Queensland,Australia,Public,50,35794,7.1,107,2,False,False,True,"Data Science,AI",0.7125,0.31373357966576076,0.38977664145449376,0,0,1
155,167,4.7,3.95,University of Queensland,Australia,Public,50,35385,7.0,94,2,False,False,True,"Physics,Applied Sciences",0.8443749999999999,0.31373357966576076,0.39703845744114197,0,0,1
153,162,3.7,3.33,University of Queensland,Australia,Public,50,36194,6.1,107,2,False,True,True,"Business,Management",0.724375,0.31373357966576076,0.38267462092965454,0,1,1
168,155,4.5,2.98,University of Queensland,Australia,Public,50,36657,6.5,94,2,False,True,True,"Physics,Applied Sciences",0.755,0.31373357966576076,0.374454032172153,0,1,1
165,164,3.1,3.49,University of Queensland,Australia,Public,50,36845,6.9,87,2,True,False,True,"Mathematics,Statistics",0.811875,0.31373357966576076,0.37111608252547845,1,0,1
164,169,4.1,3.62,University of Queensland,Australia,Public,50,37726,6.2,92,2,False,False,True,"Mathematics,Statistics",0.8825000000000001,0.31373357966576076,0.35547388231951993,0,0,1
153,160,4.0,3.76,University of Queensland,Australia,Public,50,36655,6.4,89,2,True,False,True,"Computer Science,Engineering",0.74125,0.31373357966576076,0.37448954227477715,1,0,1
169,166,4.1,3.03,University of Queensland,Australia,Public,50,37317,7.4,102,2,False,False,True,"Mathematics,Statistics",0.8506249999999999,0.31373357966576076,0.36273569830616814,0,0,1
151,169,4.8,3.31,University of Queensland,Australia,Public,50,34298,6.5,105,2,False,False,True,"Mathematics,Statistics",0.7993750000000001,0.31373357966576076,0.4163381982173928,0,0,1
159,168,3.4,3.84,University of Queensland,Australia,Public,50,36386,7.2,93,2,True,True,True,"Business,Management",0.8387499999999999,0.31373357966576076,0.3792656510777316,1,1,1
160,161,3.9,2.87,University of Queensland,Australia,Public,50,36008,7.1,102,2,True,True,True,"Business,Management",0.735625,0.31373357966576076,0.3859770604737047,1,1,1
166,167,3.1,3.32,University of Queensland,Australia,Public,50,34918,6.8,99,2,True,True,True,"Mathematics,Statistics",0.83375,0.31373357966576076,0.4053300664038919,1,1,1
150,169,4.5,3.28,University of Queensland,Australia,Public,50,34882,7.1,93,2,False,False,True,"Business,Management",0.78375,0.31373357966576076,0.40596924825112746,0,0,1
166,160,4.7,3.87,University of Queensland,Australia,Public,50,36357,6.4,100,2,True,True,True,"Engineering,Robotics",0.846875,0.31373357966576076,0.3797805475657825,1,1,1
153,168,3.6,3.58,University of Queensland,Australia,Public,50,34890,6.1,91,2,True,True,True,"Physics,Applied Sciences",0.7899999999999999,0.31373357966576076,0.40582720784063064,1,1,1
165,166,3.5,3.31,University of Queensland,Australia,Public,50,34729,7.2,107,2,False,True,True,"Business,Management",0.828125,0.31373357966576076,0.40868577110187854,0,1,1
162,156,3.8,3.14,University of Queensland,Australia,Public,50,34393,7.4,86,2,False,False,True,"Mathematics,Statistics",0.71875,0.31373357966576076,0.41465146834274347,0,0,1
159,167,4.9,3.9,University of Queensland,Australia,Public,50,36797,6.5,99,2,True,True,True,"Engineering,Robotics",0.8712500000000001,0.31373357966576076,0.3719683249884592,1,1,1
164,167,4.5,2.96,University of Queensland,Australia,Public,50,35282,6.6,109,2,False,True,True,"Business,Management",0.83375,0.31373357966576076,0.39886722772628813,0,1,1
164,169,4.8,3.06,University of Queensland,Australia,Public,50,35967,6.3,88,2,True,True,True,"Data Science,AI",0.865,0.31373357966576076,0.38670501757750075,1,1,1
168,169,4.3,2.95,University of Queensland,Australia,Public,50,35792,6.2,92,2,False,False,True,"Engineering,Robotics",0.870625,0.31373357966576076,0.389812151557118,0,0,1
167,169,4.1,3.62,University of Queensland,Australia,Public,50,34260,7.4,92,2,False,False,True,"Mathematics,Statistics",0.9012500000000001,0.31373357966576076,0.4170128901672526,0,0,1
150,165,3.6,4.0,University of Queensland,Australia,Public,50,36520,7.3,90,2,True,True,True,"Computer Science,Engineering",0.77125,0.31373357966576076,0.37688647420191046,1,1,1
152,163,4.4,3.69,University of Queensland,Australia,Public,50,37491,6.3,98,2,True,True,True,"Business,Management",0.766875,0.31373357966576076,0.35964631937786296,1,1,1
155,156,3.2,2.87,University of Queensland,Australia,Public,50,36503,6.8,89,2,True,False,True,"Engineering,Robotics",0.643125,0.31373357966576076,0.37718831007421616,1,0,1
153,161,3.6,3.31,University of Queensland,Australia,Public,50,35851,6.0,86,2,True,False,True,"Physics,Applied Sciences",0.711875,0.31373357966576076,0.3887646035297042,1,0,1
167,162,3.4,3.61,University of Queensland,Australia,Public,50,35405,7.2,100,2,False,True,True,"Physics,Applied Sciences",0.8218749999999999,0.31373357966576076,0.39668335641490005,0,1,1
161,159,4.0,4.0,University of Queensland,Australia,Public,50,36130,6.3,95,2,True,False,True,"Engineering,Robotics",0.7975,0.31373357966576076,0.3838109442136288,1,0,1
157,164,3.5,3.06,University of Queensland,Australia,Public,50,34477,6.5,102,2,True,False,True,"Physics,Applied Sciences",0.745,0.31373357966576076,0.41316004403252726,1,0,1
164,156,4.5,3.24,University of Queensland,Australia,Public,50,36220,7.2,106,2,True,False,True,"Physics,Applied Sciences",0.755,0.31373357966576076,0.38221298959553995,1,0,1
167,160,3.4,3.66,University of Queensland,Australia,Public,50,37121,7.5,103,2,False,False,True,"Engineering,Robotics",0.8075,0.31373357966576076,0.3662156883633394,0,0,1
155,156,4.5,3.05,University of Queensland,Australia,Public,50,36762,7.4,103,2,True,False,True,"Mathematics,Statistics",0.6868749999999999,0.31373357966576076,0.3725897517843827,1,0,1
166,163,3.3,3.82,University of Queensland,Australia,Public,50,37108,7.2,90,2,False,True,True,"Computer Science,Engineering",0.835,0.31373357966576076,0.3664465040303967,0,1,1
